# 23,324 BBMP road segments. TWO WIDTH COLUMNS: width_existing_m and width_proposed_m. The proposed figure is larger on 100% of segments (median 18 m vs 9 m) and MUST NOT be used for FAR, height or setback. Geometry reduced to a centroid. This row is NOT a boundary — joining on the centroid gives you a point inside (or near) the shape, not the shape.
road_id,hierarchy_code,hierarchy_interpretation_unverified,surface_code,width_existing_m,width_proposed_m,length_m,geometry_type,centroid_lng,centroid_lat,vertex_count
182400,MA,Major road (unverified expansion),W,12.0,24.0,9.9,LineString,77.606168,12.983857,3
182404,MI,Minor road (unverified expansion),W,6.0,12.0,80.5,LineString,77.598915,12.984148,9
182411,MI,Minor road (unverified expansion),W,6.0,12.0,42.0,LineString,77.606315,12.98303,3
182413,MI,Minor road (unverified expansion),W,6.0,12.0,46.8,LineString,77.60679,12.985399,3
182476,MI,Minor road (unverified expansion),W,6.0,12.0,53.2,LineString,77.60602,12.985559,3
182480,MI,Minor road (unverified expansion),W,6.0,12.0,38.7,LineString,77.612033,12.981862,4
182481,MI,Minor road (unverified expansion),W,6.0,12.0,53.6,LineString,77.612305,12.982166,3
182482,MI,Minor road (unverified expansion),W,6.0,12.0,51.9,LineString,77.612606,12.982509,5
182483,MI,Minor road (unverified expansion),W,6.0,12.0,22.0,LineString,77.612826,12.98275,3
182484,MI,Minor road (unverified expansion),W,6.0,12.0,56.1,LineString,77.613178,12.983092,4
182485,MI,Minor road (unverified expansion),W,6.0,12.0,36.4,LineString,77.614326,12.98434,3
182486,MI,Minor road (unverified expansion),W,6.0,12.0,25.4,LineString,77.614592,12.984701,4
182490,MI,Minor road (unverified expansion),W,6.0,12.0,49.4,LineString,77.608932,12.983612,3
182491,MA,Major road (unverified expansion),W,9.0,18.0,93.9,LineString,77.615911,12.98106,5
182492,MA,Major road (unverified expansion),W,9.0,18.0,54.4,LineString,77.615647,12.981669,3
182493,MA,Major road (unverified expansion),W,9.0,18.0,75.7,LineString,77.615675,12.982297,7
182494,MA,Major road (unverified expansion),W,12.0,24.0,35.1,LineString,77.611176,12.983772,4
182913,MA,Major road (unverified expansion),W,12.0,24.0,32.8,LineString,77.611816,12.985438,3
182914,MI,Minor road (unverified expansion),W,6.0,12.0,77.3,LineString,77.60915,12.989713,3
182934,MA,Major road (unverified expansion),W,12.0,24.0,60.7,LineString,77.612208,12.986484,3
182935,MA,Major road (unverified expansion),W,12.0,24.0,59.9,LineString,77.612605,12.987198,3
182944,MI,Minor road (unverified expansion),W,6.0,12.0,79.0,LineString,77.617128,12.988345,3
182949,MA,Major road (unverified expansion),W,12.0,24.0,21.9,LineString,77.613643,12.989915,3
182950,MI,Minor road (unverified expansion),W,6.0,12.0,12.8,LineString,77.605694,12.985584,4
182955,MA,Major road (unverified expansion),W,9.0,18.0,43.9,LineString,77.617485,12.983881,3
182956,MA,Major road (unverified expansion),W,9.0,18.0,30.4,LineString,77.617275,12.983674,3
183367,PU,Code 'PU' — expansion not published,W,15.0,30.0,190.3,LineString,77.586306,12.988896,11
183369,MI,Minor road (unverified expansion),W,6.0,12.0,79.9,LineString,77.586099,12.991025,4
183373,MA,Major road (unverified expansion),W,12.0,24.0,89.0,LineString,77.593131,12.994882,4
183374,MA,Major road (unverified expansion),W,9.0,18.0,5.7,LineString,77.589832,12.995129,3
183376,MI,Minor road (unverified expansion),W,6.0,12.0,68.5,LineString,77.579494,12.986636,12
183377,MA,Major road (unverified expansion),W,12.0,24.0,72.6,LineString,77.599293,12.990604,3
183379,MA,Major road (unverified expansion),W,9.0,18.0,107.1,LineString,77.588757,12.989511,3
183382,MI,Minor road (unverified expansion),W,6.0,12.0,39.8,LineString,77.592217,12.994893,5
183384,MA,Major road (unverified expansion),W,9.0,18.0,105.8,LineString,77.588606,12.991683,5
183388,MI,Minor road (unverified expansion),W,6.0,12.0,45.8,LineString,77.587231,12.990811,4
183389,MA,Major road (unverified expansion),W,12.0,24.0,167.3,LineString,77.60633,12.979565,4
183390,MI,Minor road (unverified expansion),W,6.0,12.0,33.5,LineString,77.597951,12.983842,6
183396,MA,Major road (unverified expansion),W,12.0,24.0,115.6,LineString,77.587402,12.967289,4
183416,MA,Major road (unverified expansion),W,12.0,24.0,35.0,LineString,77.574829,12.968208,3
183418,MA,Major road (unverified expansion),W,12.0,24.0,154.5,LineString,77.585935,12.965736,6
183444,MI,Minor road (unverified expansion),W,6.0,12.0,63.9,LineString,77.584112,12.965001,5
183538,MI,Minor road (unverified expansion),W,6.0,12.0,56.3,LineString,77.577356,12.964465,3
184494,MI,Minor road (unverified expansion),W,6.0,12.0,153.0,LineString,77.600788,13.004442,7
184495,MI,Minor road (unverified expansion),W,6.0,12.0,26.8,LineString,77.600105,13.004619,3
184496,MI,Minor road (unverified expansion),W,6.0,12.0,60.3,LineString,77.599702,13.004786,4
184680,MI,Minor road (unverified expansion),W,6.0,12.0,26.2,LineString,77.594113,13.007656,4
184686,MI,Minor road (unverified expansion),W,6.0,12.0,39.1,LineString,77.599651,13.001163,3
184690,MI,Minor road (unverified expansion),W,6.0,12.0,34.5,LineString,77.600346,13.004764,3
184750,MI,Minor road (unverified expansion),W,6.0,12.0,66.1,LineString,77.601917,13.007314,3
184972,MI,Minor road (unverified expansion),W,6.0,12.0,58.0,LineString,77.6004,12.999264,3
184974,MI,Minor road (unverified expansion),W,6.0,12.0,34.5,LineString,77.60822,12.998504,3
184975,MI,Minor road (unverified expansion),W,6.0,12.0,103.7,LineString,77.60773,12.997695,3
184977,MI,Minor road (unverified expansion),W,6.0,12.0,52.2,LineString,77.61589,12.999371,3
184978,MI,Minor road (unverified expansion),W,6.0,12.0,103.3,LineString,77.615535,12.99875,3
184979,MI,Minor road (unverified expansion),W,6.0,12.0,53.6,LineString,77.615102,12.998108,4
184980,MA,Major road (unverified expansion),W,9.0,18.0,144.3,LineString,77.619143,12.992128,6
184981,MA,Major road (unverified expansion),W,9.0,18.0,31.9,LineString,77.619353,12.991614,3
184982,MA,Major road (unverified expansion),W,9.0,18.0,89.7,LineString,77.617079,12.995497,3
184983,MA,Major road (unverified expansion),W,9.0,18.0,32.6,LineString,77.61749,12.995191,3
184984,MA,Major road (unverified expansion),W,9.0,18.0,38.1,LineString,77.617877,12.994635,3
185381,MI,Minor road (unverified expansion),W,6.0,12.0,200.9,LineString,77.612041,12.980329,4
185394,MA,Major road (unverified expansion),W,9.0,18.0,68.3,LineString,77.614138,12.9754,3
185395,MA,Major road (unverified expansion),W,9.0,18.0,235.8,LineString,77.612273,12.976018,4
185396,MA,Major road (unverified expansion),W,9.0,18.0,295.2,LineString,77.609925,12.976802,4
185397,MA,Major road (unverified expansion),W,9.0,18.0,111.0,LineString,77.608413,12.977307,3
185398,MA,Major road (unverified expansion),W,9.0,18.0,128.2,LineString,77.607248,12.977691,4
185401,CR,Code 'CR' — expansion not published,W,13.0,26.0,161.4,LineString,77.597374,12.964922,6
185590,MI,Minor road (unverified expansion),W,6.0,12.0,209.5,LineString,77.611393,12.969975,10
185591,MA,Major road (unverified expansion),W,9.0,18.0,90.5,LineString,77.61045,12.973558,3
185592,MA,Major road (unverified expansion),W,9.0,18.0,210.9,LineString,77.61981,12.976454,7
185593,MI,Minor road (unverified expansion),W,6.0,12.0,154.6,LineString,77.607002,12.978848,4
185601,MI,Minor road (unverified expansion),W,6.0,12.0,44.1,LineString,77.608129,12.981525,3
185607,MI,Minor road (unverified expansion),W,6.0,12.0,99.6,LineString,77.610641,12.980824,4
184321,MA,Major road (unverified expansion),W,9.0,18.0,213.2,LineString,77.572841,12.974442,6
184322,MA,Major road (unverified expansion),W,9.0,18.0,80.3,LineString,77.571357,12.974513,5
184323,MA,Major road (unverified expansion),W,9.0,18.0,32.4,LineString,77.57093,12.974647,3
184330,MA,Major road (unverified expansion),W,12.0,24.0,14.7,LineString,77.57024,12.968284,3
184331,MA,Major road (unverified expansion),W,12.0,24.0,38.4,LineString,77.570221,12.969467,3
184332,MA,Major road (unverified expansion),W,12.0,24.0,51.1,LineString,77.569412,12.973079,3
184343,MA,Major road (unverified expansion),W,12.0,24.0,40.2,LineString,77.569639,12.968012,3
184344,MA,Major road (unverified expansion),W,12.0,24.0,25.0,LineString,77.569396,12.968038,3
184345,MA,Major road (unverified expansion),W,12.0,24.0,39.3,LineString,77.568853,12.96811,3
184351,MA,Major road (unverified expansion),W,12.0,24.0,38.1,LineString,77.576838,12.971992,3
184358,MA,Major road (unverified expansion),W,12.0,24.0,25.8,LineString,77.576015,12.970423,3
184364,MA,Major road (unverified expansion),W,12.0,24.0,59.1,LineString,77.57856,12.967773,3
184369,MA,Major road (unverified expansion),W,12.0,24.0,17.8,LineString,77.572889,12.9719,3
184370,MA,Major road (unverified expansion),W,12.0,24.0,43.3,LineString,77.572463,12.972362,4
184380,MA,Major road (unverified expansion),W,12.0,24.0,61.8,LineString,77.575821,12.970067,3
185071,MI,Minor road (unverified expansion),W,6.0,12.0,183.1,LineString,77.611786,12.993344,4
185075,MA,Major road (unverified expansion),W,9.0,18.0,105.6,LineString,77.616208,12.995752,4
185076,MA,Major road (unverified expansion),W,9.0,18.0,117.8,LineString,77.614065,12.997365,3
185093,MI,Minor road (unverified expansion),W,6.0,12.0,106.0,LineString,77.615437,12.994573,6
185094,MI,Minor road (unverified expansion),W,6.0,12.0,105.5,LineString,77.614535,12.995113,3
185095,MI,Minor road (unverified expansion),W,6.0,12.0,25.4,LineString,77.614069,12.995416,3
185096,MI,Minor road (unverified expansion),W,6.0,12.0,43.2,LineString,77.613589,12.995742,3
185097,MI,Minor road (unverified expansion),W,6.0,12.0,69.4,LineString,77.613075,12.996016,3
185098,MI,Minor road (unverified expansion),W,6.0,12.0,52.7,LineString,77.612575,12.996266,3
185099,MI,Minor road (unverified expansion),W,6.0,12.0,77.2,LineString,77.612044,12.996523,3
185100,MI,Minor road (unverified expansion),W,6.0,12.0,39.2,LineString,77.611644,12.996726,3
185101,MI,Minor road (unverified expansion),W,6.0,12.0,64.2,LineString,77.611074,12.997006,3
185102,MI,Minor road (unverified expansion),W,6.0,12.0,49.4,LineString,77.609903,12.997564,4
185103,MI,Minor road (unverified expansion),W,6.0,12.0,74.8,LineString,77.609236,12.997884,4
185344,MA,Major road (unverified expansion),W,9.0,18.0,43.7,LineString,77.608606,12.972783,3
185345,MA,Major road (unverified expansion),W,9.0,18.0,42.9,LineString,77.609301,12.973073,3
185346,MA,Major road (unverified expansion),W,12.0,24.0,79.8,LineString,77.609621,12.974733,3
185347,MA,Major road (unverified expansion),W,12.0,24.0,122.4,LineString,77.611515,12.974297,3
185348,MA,Major road (unverified expansion),W,12.0,24.0,90.1,LineString,77.612623,12.974035,3
185349,MA,Major road (unverified expansion),W,12.0,24.0,136.0,LineString,77.614502,12.973596,3
185350,MA,Major road (unverified expansion),W,12.0,24.0,183.0,LineString,77.616451,12.973162,3
185351,MA,Major road (unverified expansion),W,12.0,24.0,95.3,LineString,77.617957,12.972809,3
185352,MA,Major road (unverified expansion),W,12.0,24.0,122.8,LineString,77.618984,12.972605,5
185353,MI,Minor road (unverified expansion),W,6.0,12.0,102.2,LineString,77.607433,12.971318,4
185379,MI,Minor road (unverified expansion),W,6.0,12.0,128.6,LineString,77.614872,12.976748,3
185380,MI,Minor road (unverified expansion),W,6.0,12.0,85.1,LineString,77.61447,12.979425,4
185487,MI,Minor road (unverified expansion),W,6.0,12.0,64.2,LineString,77.600531,12.970397,3
185494,MI,Minor road (unverified expansion),W,6.0,12.0,141.0,LineString,77.608987,12.981338,4
185495,MA,Major road (unverified expansion),W,12.0,24.0,42.6,LineString,77.611108,12.967404,4
185496,MA,Major road (unverified expansion),W,12.0,24.0,144.4,LineString,77.610919,12.968078,3
185497,MA,Major road (unverified expansion),W,12.0,24.0,126.0,LineString,77.610397,12.970004,6
185498,MA,Major road (unverified expansion),W,12.0,24.0,139.2,LineString,77.610359,12.970811,7
185506,MA,Major road (unverified expansion),W,9.0,18.0,282.6,LineString,77.599656,12.980173,7
185741,PU,Code 'PU' — expansion not published,W,22.0,45.0,89.1,LineString,77.629204,12.924197,8
185742,OR,Outer Ring Road (unverified expansion),W,22.0,45.0,120.0,LineString,77.622176,12.917126,3
185743,MA,Major road (unverified expansion),W,9.0,18.0,686.9,LineString,77.650303,12.949714,24
185744,MA,Major road (unverified expansion),W,12.0,24.0,90.8,LineString,77.609969,12.880862,3
185745,MA,Major road (unverified expansion),W,12.0,24.0,31.7,LineString,77.610004,12.880304,3
185746,MA,Major road (unverified expansion),W,12.0,24.0,32.1,LineString,77.609976,12.880036,3
185747,MA,Major road (unverified expansion),W,12.0,24.0,29.7,LineString,77.609855,12.879441,2
185748,MA,Major road (unverified expansion),W,12.0,24.0,114.3,LineString,77.61019,12.88548,8
185750,MA,Major road (unverified expansion),W,9.0,18.0,25.7,LineString,77.610275,12.878216,4
185751,MA,Major road (unverified expansion),W,9.0,18.0,1.8,LineString,77.610207,12.877232,2
185752,MA,Major road (unverified expansion),W,12.0,24.0,99.2,LineString,77.610986,12.895269,4
185760,MA,Major road (unverified expansion),W,12.0,24.0,43.0,LineString,77.625814,12.945148,8
188226,MI,Minor road (unverified expansion),W,6.0,12.0,90.4,LineString,77.559603,12.970719,2
185987,MA,Major road (unverified expansion),W,12.0,24.0,34.6,LineString,77.532131,12.885457,4
186337,MI,Minor road (unverified expansion),W,8.0,15.0,143.5,LineString,77.587503,12.87734,2
188704,MI,Minor road (unverified expansion),W,6.0,12.0,20.4,LineString,77.556526,12.971193,2
189602,PU,Code 'PU' — expansion not published,W,24.0,67.0,115.8,LineString,77.645583,12.985932,2
185582,MA,Major road (unverified expansion),W,12.0,24.0,85.1,LineString,77.596188,12.974334,5
185583,MA,Major road (unverified expansion),W,12.0,24.0,18.8,LineString,77.596545,12.974637,3
185584,MA,Major road (unverified expansion),W,12.0,24.0,47.7,LineString,77.596786,12.974824,4
188471,MA,Major road (unverified expansion),W,12.0,24.0,9.6,LineString,77.54404,12.960252,2
185451,MI,Minor road (unverified expansion),W,6.0,12.0,290.3,LineString,77.612964,12.969087,12
185452,CR,Code 'CR' — expansion not published,W,12.0,24.0,64.1,LineString,77.619817,12.972652,4
185453,MA,Major road (unverified expansion),W,9.0,18.0,126.1,LineString,77.611682,12.973995,5
185454,MA,Major road (unverified expansion),W,15.0,30.0,174.4,LineString,77.606596,12.967001,8
185463,MI,Minor road (unverified expansion),W,6.0,12.0,34.4,LineString,77.600421,12.967897,3
185464,MI,Minor road (unverified expansion),W,6.0,12.0,270.9,LineString,77.600439,12.968798,7
185469,MA,Major road (unverified expansion),W,9.0,18.0,99.5,LineString,77.599701,12.967496,6
185470,MA,Major road (unverified expansion),W,9.0,18.0,27.3,LineString,77.60025,12.967911,3
185471,MA,Major road (unverified expansion),W,9.0,18.0,304.6,LineString,77.60383,12.970309,5
185472,MA,Major road (unverified expansion),W,9.0,18.0,150.9,LineString,77.605438,12.971172,3
185473,MA,Major road (unverified expansion),W,12.0,24.0,199.1,LineString,77.603514,12.976194,3
185474,MA,Major road (unverified expansion),W,15.0,30.0,57.5,LineString,77.606236,12.968451,4
185479,MI,Minor road (unverified expansion),W,6.0,12.0,52.2,LineString,77.597516,12.971107,4
185176,MA,Major road (unverified expansion),W,9.0,18.0,30.3,LineString,77.606644,12.995509,3
185227,MI,Minor road (unverified expansion),W,6.0,12.0,39.8,LineString,77.599746,13.004078,4
185228,MI,Minor road (unverified expansion),W,6.0,12.0,47.2,LineString,77.616233,13.002107,3
185241,MI,Minor road (unverified expansion),W,6.0,12.0,110.3,LineString,77.60599,12.995831,3
185242,MA,Major road (unverified expansion),W,9.0,18.0,83.0,LineString,77.60566,12.993817,4
185244,CR,Code 'CR' — expansion not published,W,13.0,26.0,115.0,LineString,77.606699,12.993799,3
185245,CR,Code 'CR' — expansion not published,W,13.0,26.0,138.6,LineString,77.603528,12.994989,3
185246,CR,Code 'CR' — expansion not published,W,13.0,26.0,67.9,LineString,77.60442,12.994691,4
185248,MI,Minor road (unverified expansion),W,6.0,12.0,46.3,LineString,77.611664,12.996481,3
185254,MA,Major road (unverified expansion),W,9.0,18.0,165.3,LineString,77.606178,12.99473,7
185256,CR,Code 'CR' — expansion not published,W,13.0,26.0,37.9,LineString,77.619136,12.987278,3
185261,MA,Major road (unverified expansion),W,9.0,18.0,21.6,LineString,77.593813,13.005204,4
186785,MI,Minor road (unverified expansion),W,6.0,12.0,74.2,LineString,77.571656,12.96259,2
186786,MA,Major road (unverified expansion),W,12.0,24.0,14.9,LineString,77.577622,12.958375,2
186796,MI,Minor road (unverified expansion),W,6.0,12.0,33.9,LineString,77.57893,12.958909,2
186807,MA,Major road (unverified expansion),W,12.0,24.0,37.7,LineString,77.574986,12.960888,2
186808,MA,Major road (unverified expansion),W,12.0,24.0,38.0,LineString,77.575188,12.961285,2
186674,MA,Major road (unverified expansion),W,15.0,30.0,13.1,LineString,77.530906,12.896497,2
186863,MA,Major road (unverified expansion),W,12.0,24.0,51.6,LineString,77.577523,12.957744,2
186864,MA,Major road (unverified expansion),W,12.0,24.0,37.7,LineString,77.577586,12.958141,2
186865,MA,Major road (unverified expansion),W,12.0,24.0,15.2,LineString,77.571132,12.964309,2
186867,MA,Major road (unverified expansion),W,12.0,24.0,1.6,LineString,77.567307,12.958349,2
186868,MA,Major road (unverified expansion),W,12.0,24.0,1.0,LineString,77.567314,12.95918,2
186870,MA,Major road (unverified expansion),W,12.0,24.0,1.6,LineString,77.567279,12.960013,2
186873,MA,Major road (unverified expansion),W,12.0,24.0,56.2,LineString,77.570803,12.964283,2
186889,MA,Major road (unverified expansion),W,12.0,24.0,1.8,LineString,77.577672,12.959028,2
186890,MI,Minor road (unverified expansion),W,6.0,12.0,28.1,LineString,77.557857,12.955808,2
186891,MI,Minor road (unverified expansion),W,6.0,12.0,15.7,LineString,77.556976,12.954152,2
186892,MI,Minor road (unverified expansion),W,6.0,12.0,27.6,LineString,77.558063,12.955958,2
186893,CR,Code 'CR' — expansion not published,W,13.0,26.0,3.3,LineString,77.55923,12.95729,2
187506,MI,Minor road (unverified expansion),W,6.0,12.0,81.5,LineString,77.539759,12.953337,3
189311,MA,Major road (unverified expansion),W,9.0,18.0,32.9,LineString,77.57668,12.929341,2
189320,PU,Code 'PU' — expansion not published,W,15.0,30.0,2.9,LineString,77.630361,12.981479,2
189050,MA,Major road (unverified expansion),W,12.0,24.0,17.2,LineString,77.555366,12.964397,2
189054,PU,Code 'PU' — expansion not published,W,15.0,30.0,4.0,LineString,77.552861,12.95766,2
189056,MA,Major road (unverified expansion),W,12.0,24.0,42.3,LineString,77.544585,12.963083,4
189056,MA,Major road (unverified expansion),W,12.0,24.0,27.7,LineString,77.543597,12.964327,4
189056,MA,Major road (unverified expansion),W,12.0,24.0,17.0,LineString,77.544258,12.963503,3
189058,MA,Major road (unverified expansion),W,12.0,24.0,18.0,LineString,77.544048,12.960654,2
189059,MA,Major road (unverified expansion),W,12.0,24.0,3.6,LineString,77.544041,12.961087,2
189060,MA,Major road (unverified expansion),W,12.0,24.0,25.7,LineString,77.544118,12.962083,2
189478,MI,Minor road (unverified expansion),W,6.0,12.0,70.7,LineString,77.628756,12.980234,2
187885,MI,Minor road (unverified expansion),W,6.0,12.0,123.8,LineString,77.552561,12.963901,2
187978,MA,Major road (unverified expansion),W,9.0,18.0,88.3,LineString,77.567985,12.986613,2
188010,CR,Code 'CR' — expansion not published,W,12.0,24.0,18.3,LineString,77.564939,12.975451,2
188021,MI,Minor road (unverified expansion),W,6.0,12.0,18.1,LineString,77.554166,12.971675,2
188022,MI,Minor road (unverified expansion),W,6.0,12.0,31.4,LineString,77.55452,12.971615,3
188023,MI,Minor road (unverified expansion),W,6.0,12.0,29.8,LineString,77.55482,12.971564,2
188024,MI,Minor road (unverified expansion),W,6.0,12.0,31.1,LineString,77.555091,12.971514,5
188025,MI,Minor road (unverified expansion),W,6.0,12.0,7.2,LineString,77.555268,12.971478,2
188026,MI,Minor road (unverified expansion),W,6.0,12.0,26.1,LineString,77.555419,12.97145,2
188027,MI,Minor road (unverified expansion),W,6.0,12.0,20.0,LineString,77.555625,12.971404,3
188028,MI,Minor road (unverified expansion),W,6.0,12.0,20.2,LineString,77.555806,12.971361,2
188029,MI,Minor road (unverified expansion),W,6.0,12.0,20.2,LineString,77.555975,12.971328,3
188030,MI,Minor road (unverified expansion),W,6.0,12.0,19.8,LineString,77.556166,12.971282,2
188041,MI,Minor road (unverified expansion),W,6.0,12.0,4.3,LineString,77.559189,12.970769,2
188071,PU,Code 'PU' — expansion not published,W,12.0,24.0,62.9,LineString,77.555565,12.975614,2
188072,PU,Code 'PU' — expansion not published,W,12.0,24.0,25.6,LineString,77.555973,12.97563,2
188073,PU,Code 'PU' — expansion not published,W,12.0,24.0,12.8,LineString,77.55615,12.975637,2
188074,PU,Code 'PU' — expansion not published,W,12.0,24.0,41.2,LineString,77.557003,12.975681,2
188075,PU,Code 'PU' — expansion not published,W,12.0,24.0,28.9,LineString,77.558503,12.975763,2
188164,MI,Minor road (unverified expansion),W,6.0,12.0,2.9,LineString,77.56084,12.970629,2
188255,MA,Major road (unverified expansion),W,9.0,18.0,88.5,LineString,77.568123,12.984258,2
188263,CR,Code 'CR' — expansion not published,W,12.0,24.0,47.2,LineString,77.564443,12.981139,2
191686,PU,Code 'PU' — expansion not published,W,22.0,45.0,14.3,LineString,77.573375,12.902571,2
191687,PU,Code 'PU' — expansion not published,W,22.0,45.0,2.2,LineString,77.572967,12.899983,2
191688,PU,Code 'PU' — expansion not published,W,22.0,45.0,6.2,LineString,77.57279,12.899486,2
191689,PU,Code 'PU' — expansion not published,W,22.0,45.0,8.3,LineString,77.57248,12.89895,2
191805,PU,Code 'PU' — expansion not published,W,22.0,45.0,18.5,LineString,77.535515,12.867749,2
191806,PU,Code 'PU' — expansion not published,W,22.0,45.0,29.5,LineString,77.538588,12.871619,3
191807,PU,Code 'PU' — expansion not published,W,22.0,45.0,37.0,LineString,77.545383,12.878963,2
191808,PU,Code 'PU' — expansion not published,W,22.0,45.0,21.8,LineString,77.548483,12.883459,2
191809,PU,Code 'PU' — expansion not published,W,22.0,45.0,1.6,LineString,77.557711,12.886195,2
191810,PU,Code 'PU' — expansion not published,W,22.0,45.0,18.3,LineString,77.556822,12.885912,2
191811,PU,Code 'PU' — expansion not published,W,22.0,45.0,14.2,LineString,77.556678,12.885871,2
191763,MI,Minor road (unverified expansion),W,6.0,12.0,3.8,LineString,77.575567,12.883563,2
191768,MI,Minor road (unverified expansion),W,6.0,12.0,14.3,LineString,77.571278,12.889216,2
191769,MI,Minor road (unverified expansion),W,6.0,12.0,38.0,LineString,77.571523,12.889976,2
191770,MI,Minor road (unverified expansion),W,6.0,12.0,21.5,LineString,77.571851,12.891165,2
191771,MI,Minor road (unverified expansion),W,6.0,12.0,31.3,LineString,77.572019,12.892726,2
191772,MI,Minor road (unverified expansion),W,6.0,12.0,9.0,LineString,77.571904,12.895188,2
191773,MI,Minor road (unverified expansion),W,6.0,12.0,38.6,LineString,77.571882,12.894617,2
194526,MI,Minor road (unverified expansion),W,6.0,12.0,52.5,LineString,77.61475,12.961298,2
194527,MI,Minor road (unverified expansion),W,6.0,12.0,7.0,LineString,77.61473,12.96103,2
194528,MI,Minor road (unverified expansion),W,6.0,12.0,23.7,LineString,77.614556,12.959387,2
194529,MI,Minor road (unverified expansion),W,6.0,12.0,23.1,LineString,77.614536,12.959177,2
194530,MI,Minor road (unverified expansion),W,6.0,12.0,32.9,LineString,77.614513,12.958927,2
194542,PU,Code 'PU' — expansion not published,W,15.0,30.0,9.5,LineString,77.605845,12.949712,2
194543,MI,Minor road (unverified expansion),W,6.0,12.0,6.7,LineString,77.62241,12.951283,2
194544,MI,Minor road (unverified expansion),W,6.0,12.0,21.6,LineString,77.619213,12.95286,2
194545,MI,Minor road (unverified expansion),W,6.0,12.0,52.5,LineString,77.618567,12.953155,2
194546,MI,Minor road (unverified expansion),W,6.0,12.0,2.2,LineString,77.617768,12.953539,2
194547,MA,Major road (unverified expansion),W,12.0,24.0,11.2,LineString,77.620019,12.948787,2
194548,MA,Major road (unverified expansion),W,12.0,24.0,14.9,LineString,77.620076,12.94889,2
194817,MI,Minor road (unverified expansion),W,6.0,12.0,3.3,LineString,77.580066,12.939407,2
194818,MI,Minor road (unverified expansion),W,6.0,12.0,40.9,LineString,77.580049,12.942324,2
194819,MI,Minor road (unverified expansion),W,6.0,12.0,7.6,LineString,77.580049,12.942542,2
194820,MA,Major road (unverified expansion),W,9.0,18.0,134.7,LineString,77.580028,12.946813,2
194828,MA,Major road (unverified expansion),W,9.0,18.0,135.3,LineString,77.585182,12.942151,2
194873,MI,Minor road (unverified expansion),W,6.0,12.0,24.8,LineString,77.594994,12.905714,2
195605,MI,Minor road (unverified expansion),W,6.0,12.0,87.1,LineString,77.635645,12.965672,2
195612,MA,Major road (unverified expansion),W,9.0,18.0,2.6,LineString,77.635961,12.970375,2
191557,MA,Major road (unverified expansion),W,15.0,30.0,38.2,LineString,77.527222,12.873483,2
191579,MA,Major road (unverified expansion),W,9.0,18.0,33.2,LineString,77.540993,12.892497,2
191580,MA,Major road (unverified expansion),W,9.0,18.0,33.1,LineString,77.541285,12.892409,2
191581,MA,Major road (unverified expansion),W,9.0,18.0,33.3,LineString,77.541578,12.892322,2
191583,MA,Major road (unverified expansion),W,9.0,18.0,31.9,LineString,77.541866,12.892236,2
191584,MI,Minor road (unverified expansion),W,6.0,12.0,1.0,LineString,77.542011,12.892193,2
191659,OR,Outer Ring Road (unverified expansion),W,22.0,45.0,34.9,LineString,77.570466,12.908365,2
191660,OR,Outer Ring Road (unverified expansion),W,22.0,45.0,7.6,LineString,77.570354,12.908522,2
191661,OR,Outer Ring Road (unverified expansion),W,22.0,45.0,23.0,LineString,77.570273,12.908634,2
191666,PU,Code 'PU' — expansion not published,W,22.0,45.0,14.6,LineString,77.573275,12.906398,2
191667,PU,Code 'PU' — expansion not published,W,22.0,45.0,35.3,LineString,77.57201,12.898304,2
191668,PU,Code 'PU' — expansion not published,W,22.0,45.0,16.3,LineString,77.57187,12.898115,2
191669,PU,Code 'PU' — expansion not published,W,22.0,45.0,5.7,LineString,77.571181,12.897203,2
191813,MI,Minor road (unverified expansion),W,6.0,12.0,12.5,LineString,77.568026,12.880076,2
191818,MI,Minor road (unverified expansion),W,6.0,12.0,3.9,LineString,77.562124,12.869954,2
191819,PU,Code 'PU' — expansion not published,W,22.0,45.0,10.0,LineString,77.573234,12.90342,2
191820,PU,Code 'PU' — expansion not published,W,22.0,45.0,13.8,LineString,77.573329,12.90478,2
191825,MA,Major road (unverified expansion),W,9.0,18.0,11.6,LineString,77.551223,12.890476,3
202190,MA,Major road (unverified expansion),W,9.0,18.0,468.5,LineString,77.586181,12.894751,4
202190,MA,Major road (unverified expansion),W,9.0,18.0,89.1,LineString,77.585848,12.897851,11
191828,MA,Major road (unverified expansion),W,9.0,18.0,2.0,LineString,77.55492,12.895011,2
191859,MA,Major road (unverified expansion),W,9.0,18.0,8.0,LineString,77.568417,12.907213,2
191860,MA,Major road (unverified expansion),W,9.0,18.0,7.4,LineString,77.543213,12.906116,2
191863,MA,Major road (unverified expansion),W,9.0,18.0,24.5,LineString,77.543518,12.904858,2
191865,MA,Major road (unverified expansion),W,9.0,18.0,1.4,LineString,77.543942,12.904504,2
191901,MI,Minor road (unverified expansion),W,6.0,12.0,134.4,LineString,77.562246,12.870563,2
191921,MI,Minor road (unverified expansion),W,6.0,12.0,7.0,LineString,77.562805,12.873109,2
191922,MI,Minor road (unverified expansion),W,6.0,12.0,2.5,LineString,77.562657,12.872496,2
191923,MI,Minor road (unverified expansion),W,6.0,12.0,118.4,LineString,77.562544,12.871963,2
