# 4,151 survey parcels from digitised Bengaluru Urban revenue sheets. COVERAGE IS PARTIAL (3 taluks, 7 hoblis). A survey number here is INDICATIVE and settles nothing about boundary or title. Geometry reduced to a centroid. This row is NOT a boundary — joining on the centroid gives you a point inside (or near) the shape, not the shape.
taluk,hobli,village,survey_number,pcode,district,source_sheet,geometry_type,centroid_lng,centroid_lat,vertex_count
Bangalore East,Varthur,Munnekolalu,53,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.710244,12.948908,9
Bangalore East,Varthur,Munnekolalu,56,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.714017,12.948408,13
Bangalore East,Varthur,Munnekolalu,69,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.712693,12.94735,24
Bangalore East,Varthur,Munnekolalu,54,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.711644,12.948735,12
Bangalore East,Varthur,Munnekolalu,1,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.708255,12.94866,7
Bangalore East,Varthur,Munnekolalu,70,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.710363,12.948485,17
Bangalore East,Varthur,Munnekolalu,86,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.70093,12.947453,21
Bangalore East,Varthur,Munnekolalu,117,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.705726,12.947817,30
Bangalore East,Varthur,Munnekolalu,SETTLEMENT,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.707949,12.947927,26
Bangalore East,Varthur,Munnekolalu,71,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.710181,12.947989,14
Bangalore East,Varthur,Munnekolalu,60,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.715727,12.947429,15
Bangalore East,Varthur,Munnekolalu,CANAL,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.71457,12.946489,24
Bangalore East,Varthur,Munnekolalu,73,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.709941,12.947752,11
Bangalore East,Varthur,Munnekolalu,118,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.706865,12.947782,9
Bangalore East,Varthur,Munnekolalu,57,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.714079,12.947808,9
Bangalore East,Varthur,Munnekolalu,72,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.711273,12.947398,15
Bangalore East,Varthur,Munnekolalu,58,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.713882,12.947552,8
Bangalore East,Varthur,Munnekolalu,74,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.709256,12.947265,14
Bangalore East,Varthur,Munnekolalu,59,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.714467,12.947402,8
Bangalore East,Varthur,Munnekolalu,123,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.708319,12.947556,8
Bangalore East,Varthur,Munnekolalu,87,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.699897,12.94733,5
Bangalore East,Varthur,Munnekolalu,82,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.70442,12.946066,23
Bangalore East,Varthur,Munnekolalu,65,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.713782,12.946431,13
Bangalore East,Varthur,Munnekolalu,122,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.70828,12.947264,7
Bangalore East,Varthur,Munnekolalu,119,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.707296,12.947109,12
Bangalore East,Varthur,Munnekolalu,83,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.703019,12.946813,6
Bangalore East,Varthur,Munnekolalu,81,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.706035,12.946413,27
Bangalore East,Varthur,Munnekolalu,CANAL,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.705784,12.945079,72
Bangalore East,Varthur,Munnekolalu,64,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.714042,12.946996,6
Bangalore East,Varthur,Munnekolalu,63,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.71448,12.946786,5
Bangalore East,Varthur,Munnekolalu,62,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.715029,12.946633,10
Bangalore East,Varthur,Munnekolalu,121,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.707896,12.9467,17
Bangalore East,Varthur,Munnekolalu,76,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.709297,12.946338,31
Bangalore East,Varthur,Munnekolalu,75,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.711346,12.946663,12
Bangalore East,Varthur,Munnekolalu,120,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.707424,12.9468,9
Bangalore East,Varthur,Munnekolalu,61,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.715931,12.945994,8
Bangalore East,Varthur,Munnekolalu,68,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.71204,12.944974,25
Bangalore East,Varthur,Munnekolalu,80,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.707332,12.945707,15
Bangalore East,Varthur,Munnekolalu,66,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.713715,12.94605,7
Bangalore East,Varthur,Munnekolalu,79,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.707732,12.945137,20
Bangalore East,Varthur,Munnekolalu,78,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.708903,12.944962,16
Bangalore East,Varthur,Munnekolalu,77,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.71011,12.944836,10
Bangalore East,Varthur,Munnekolalu,67,200301007032,Bengaluru Urban,Bangalore_East_Varturu1_Munnekolalu_Revenue_Map,Polygon,77.712695,12.944708,5
Bangalore East,Varthur,Varthur,49,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.749935,12.951755,15
Bangalore East,Varthur,Varthur,48,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.749152,12.951475,10
Bangalore East,Varthur,Varthur,47,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.748047,12.950891,17
Bangalore East,Varthur,Varthur,47,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.749433,12.950629,17
Bangalore East,Varthur,Varthur,52,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.750815,12.94972,20
Bangalore East,Varthur,Varthur,51,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.749786,12.949638,11
Bangalore East,Varthur,Varthur,STREAM,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.748699,12.948148,43
Bangalore East,Varthur,Varthur,46,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.749197,12.949471,12
Bangalore East,Varthur,Varthur,54,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.751754,12.948682,23
Bangalore East,Varthur,Varthur,CANAL,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.750475,12.948683,22
Bangalore East,Varthur,Varthur,45,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.749356,12.948229,12
Bangalore East,Varthur,Varthur,44,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.74959,12.947684,7
Bangalore East,Varthur,Varthur,43,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.749891,12.947405,5
Bangalore East,Varthur,Varthur,41,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.749126,12.947198,7
Bangalore East,Varthur,Varthur,40,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.748767,12.946608,10
Bangalore East,Varthur,Varthur,39,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.747906,12.946816,10
Bangalore East,Varthur,Varthur,55,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.751706,12.946263,17
Bangalore East,Varthur,Varthur,38,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.747162,12.946497,10
Bangalore East,Varthur,Varthur,43,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.749457,12.946864,5
Bangalore East,Varthur,Varthur,42,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.750137,12.946568,7
Bangalore East,Varthur,Varthur,35,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.749808,12.946082,25
Bangalore East,Varthur,Varthur,STREAM,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.749107,12.944625,135
Bangalore East,Varthur,Varthur,35,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.748648,12.945427,51
Bangalore East,Varthur,Varthur,22,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.741458,12.944145,13
Bangalore East,Varthur,Varthur,37,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.747965,12.945618,9
Bangalore East,Varthur,Varthur,36,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.74904,12.945625,4
Bangalore East,Varthur,Varthur,29,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.745543,12.944008,17
Bangalore East,Varthur,Varthur,28,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.744564,12.944388,10
Bangalore East,Varthur,Varthur,56,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.751761,12.945239,12
Bangalore East,Varthur,Varthur,25,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.743929,12.943757,16
Bangalore East,Varthur,Varthur,23,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.742569,12.945249,8
Bangalore East,Varthur,Varthur,24,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.743161,12.943617,17
Bangalore East,Varthur,Varthur,57,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.751745,12.944915,11
Bangalore East,Varthur,Varthur,35,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.749054,12.944961,29
Bangalore East,Varthur,Varthur,30,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.746321,12.943702,12
Bangalore East,Varthur,Varthur,21,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.74051,12.944812,7
Bangalore East,Varthur,Varthur,61,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.749092,12.944227,11
Bangalore East,Varthur,Varthur,58,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.751857,12.944357,14
Bangalore East,Varthur,Varthur,ROAD,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.7469,12.943738,11
Bangalore East,Varthur,Varthur,34,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.747192,12.944594,8
Bangalore East,Varthur,Varthur,35,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.747876,12.944656,22
Bangalore East,Varthur,Varthur,18,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.739382,12.944133,10
Bangalore East,Varthur,Varthur,33,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.747482,12.944049,10
Bangalore East,Varthur,Varthur,20,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.740618,12.944258,7
Bangalore East,Varthur,Varthur,STREAM,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.748352,12.943207,14
Bangalore East,Varthur,Varthur,60,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.751224,12.943808,12
Bangalore East,Varthur,Varthur,62,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.74806,12.943961,7
Bangalore East,Varthur,Varthur,19,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.739587,12.942897,15
Bangalore East,Varthur,Varthur,17,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.738264,12.943195,11
Bangalore East,Varthur,Varthur,15,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.736543,12.943146,14
Bangalore East,Varthur,Varthur,16,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.737492,12.94384,5
Bangalore East,Varthur,Varthur,59,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.753204,12.94363,7
Bangalore East,Varthur,Varthur,63,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.747705,12.94332,8
Bangalore East,Varthur,Varthur,13,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.735138,12.94285,10
Bangalore East,Varthur,Varthur,32,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.747212,12.942658,9
Bangalore East,Varthur,Varthur,ROAD,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.752915,12.943216,12
Bangalore East,Varthur,Varthur,8,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.738105,12.941678,17
Bangalore East,Varthur,Varthur,76,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.753686,12.942565,9
Bangalore East,Varthur,Varthur,68,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.749487,12.942828,6
Bangalore East,Varthur,Varthur,14,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.735701,12.942964,5
Bangalore East,Varthur,Varthur,67,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.748983,12.942894,6
Bangalore East,Varthur,Varthur,75,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.753021,12.941995,16
Bangalore East,Varthur,Varthur,64,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.747924,12.942638,9
Bangalore East,Varthur,Varthur,12,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.735305,12.94221,12
Bangalore East,Varthur,Varthur,70,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.750173,12.941919,16
Bangalore East,Varthur,Varthur,69,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.749198,12.942434,21
Bangalore East,Varthur,Varthur,66,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.748737,12.942267,6
Bangalore East,Varthur,Varthur,9,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.737183,12.94189,8
Bangalore East,Varthur,Varthur,TANK,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.749112,12.942434,13
Bangalore East,Varthur,Varthur,SETTLEMENT,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.746304,12.94034,72
Bangalore East,Varthur,Varthur,27,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.744571,12.942006,12
Bangalore East,Varthur,Varthur,65,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.747988,12.942075,6
Bangalore East,Varthur,Varthur,26,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.743938,12.942178,6
Bangalore East,Varthur,Varthur,3,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.744086,12.940517,20
Bangalore East,Varthur,Varthur,4,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.742769,12.940464,13
Bangalore East,Varthur,Varthur,10,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.736035,12.940261,17
Bangalore East,Varthur,Varthur,6,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.740376,12.941076,13
Bangalore East,Varthur,Varthur,ROAD,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.748625,12.941754,12
Bangalore East,Varthur,Varthur,31,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.746542,12.941702,5
Bangalore East,Varthur,Varthur,5,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.741573,12.940444,11
Bangalore East,Varthur,Varthur,71,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.748961,12.941453,16
Bangalore East,Varthur,Varthur,2,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.744432,12.940468,16
Bangalore East,Varthur,Varthur,77,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.752528,12.940559,12
Bangalore East,Varthur,Varthur,74,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.751594,12.94085,13
Bangalore East,Varthur,Varthur,STREAM,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.751466,12.940769,21
Bangalore East,Varthur,Varthur,71,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.748537,12.94092,27
Bangalore East,Varthur,Varthur,206,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.745717,12.941251,8
Bangalore East,Varthur,Varthur,STREAM,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.748806,12.940934,57
Bangalore East,Varthur,Varthur,74,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.751337,12.940706,16
Bangalore East,Varthur,Varthur,71,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.749399,12.940719,23
Bangalore East,Varthur,Varthur,110,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.753637,12.939039,32
Bangalore East,Varthur,Varthur,11,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.735017,12.940715,7
Bangalore East,Varthur,Varthur,73,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.749798,12.940207,22
Bangalore East,Varthur,Varthur,7,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.739398,12.939992,14
Bangalore East,Varthur,Varthur,72,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.74803,12.940113,7
Bangalore East,Varthur,Varthur,STREAM,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.749545,12.940162,32
Bangalore East,Varthur,Varthur,71,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.748772,12.940262,8
Bangalore East,Varthur,Varthur,73,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.74925,12.940084,27
Bangalore East,Varthur,Varthur,73,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.748314,12.93999,11
Bangalore East,Varthur,Varthur,STREAM,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.748425,12.940016,13
Bangalore East,Varthur,Varthur,111,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.755177,12.939315,17
Bangalore East,Varthur,Varthur,79,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.750543,12.939939,8
Bangalore East,Varthur,Varthur,207,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.745198,12.939808,14
Bangalore East,Varthur,Varthur,78,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.75173,12.938899,32
Bangalore East,Varthur,Varthur,STREAM,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.751387,12.939694,11
Bangalore East,Varthur,Varthur,78,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.751211,12.939882,5
Bangalore East,Varthur,Varthur,80,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.750598,12.939256,13
Bangalore East,Varthur,Varthur,87,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.748745,12.939306,6
Bangalore East,Varthur,Varthur,86,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.74937,12.939212,13
Bangalore East,Varthur,Varthur,88,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.748368,12.939512,11
Bangalore East,Varthur,Varthur,STREAM,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.748301,12.93963,12
Bangalore East,Varthur,Varthur,88,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.748255,12.939729,6
Bangalore East,Varthur,Varthur,STREAM,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.751257,12.939137,9
Bangalore East,Varthur,Varthur,ROAD,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.74492,12.936359,27
Bangalore East,Varthur,Varthur,90,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.747584,12.938872,20
Bangalore East,Varthur,Varthur,STREAM,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.747763,12.938995,25
Bangalore East,Varthur,Varthur,90,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.747849,12.938975,17
Bangalore East,Varthur,Varthur,85,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.749648,12.939186,13
Bangalore East,Varthur,Varthur,ROAD,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.740928,12.938899,27
Bangalore East,Varthur,Varthur,80,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.751325,12.939057,7
Bangalore East,Varthur,Varthur,195,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.734977,12.938737,13
Bangalore East,Varthur,Varthur,112,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.756526,12.938536,15
Bangalore East,Varthur,Varthur,82,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.750301,12.938929,6
Bangalore East,Varthur,Varthur,81,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.750694,12.938924,5
Bangalore East,Varthur,Varthur,196,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.738467,12.938703,13
Bangalore East,Varthur,Varthur,1,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.745072,12.939036,5
Bangalore East,Varthur,Varthur,89,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.748359,12.938723,7
Bangalore East,Varthur,Varthur,84,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.749893,12.938783,6
Bangalore East,Varthur,Varthur,208,200301007040,Bengaluru Urban,Bangalore_East_Varturu1_Varturu_Revenue_Map,Polygon,77.745047,12.938739,6
